Argument Shapes,Count,Device,Duration (us),Name,Percent
"float32[1, 80, 3000]",1,"cpu0",23.793,"vm.builtin.check_tensor_info",1.56739e-06
"float32[1, 80, 3000]",1,"cpu0",15.167,"vm.builtin.match_shape",9.99142e-07
"float32[1, 80, 3000], float32[384, 80, 3], float32[1, 384, 3000]",1,"cpu0",5.05027e+06,"conv1d",0.332692
"float32[1, 384, 3000], float32[1, 384, 1], float32[1, 384, 3000]",1,"cpu0",16005.1,"add",0.00105436
"float32[1, 384, 3000], float32[1, 384, 3000]",1,"cpu0",15973.6,"divide",0.00105228
"float32[1, 384, 3000], float32[1, 384, 3000]",1,"cpu0",94339.4,"erf",0.00621471
"float32[1, 384, 3000], float32[1, 384, 3000]",1,"cpu0",15962.2,"add1",0.00105153
"float32[1, 384, 3000], float32[1, 384, 3000], float32[1, 384, 3000]",1,"cpu0",18493.2,"multiply",0.00121826
"float32[1, 384, 3000], float32[1, 384, 3000]",1,"cpu0",15899.9,"multiply1",0.00104742
"float32[1, 384, 3000], float32[384, 384, 3], float32[1, 384, 1500]",1,"cpu0",1.62658e+07,"conv1d1",1.07153
"float32[1, 384, 1500], float32[1, 384, 1], float32[1, 384, 1500]",1,"cpu0",8077.01,"add2",0.000532082
"float32[1, 384, 1500], float32[1, 384, 1500]",1,"cpu0",8022.51,"divide1",0.000528491
"float32[1, 384, 1500], float32[1, 384, 1500]",1,"cpu0",57550.4,"erf1",0.00379119
"float32[1, 384, 1500], float32[1, 384, 1500]",1,"cpu0",8013.47,"add3",0.000527896
"float32[1, 384, 1500], float32[1, 384, 1500], float32[1, 384, 1500]",1,"cpu0",9211.64,"multiply2",0.000606827
"float32[1, 384, 1500], float32[1, 384, 1500]",1,"cpu0",8016.34,"multiply3",0.000528085
"float32[1, 384, 1500], float32[1, 1500, 384]",1,"cpu0",23705.5,"transpose",0.00156162
"float32[1, 1500, 384], float32[1500, 384], float32[1, 1500, 384]",1,"cpu0",9269.64,"add4",0.000610648
"float32[1, 1500, 384], float32[1, 1500, 1]",1,"cpu0",11979,"mean",0.000789127
"float32[1, 1500, 384], float32[1, 1500, 1], float32[1, 1500, 384]",1,"cpu0",9071.51,"subtract",0.000597595
"float32[1, 1500, 384], float32[1, 1500, 384]",1,"cpu0",8596.61,"power",0.000566311
"float32[1, 1500, 384], float32[1, 1500, 1]",1,"cpu0",11918.3,"mean",0.000785128
"float32[1, 1500, 1], float32[1, 1500, 1]",1,"cpu0",43.002,"add5",2.8328e-06
"float32[1, 1500, 1], float32[1, 1500, 1]",1,"cpu0",43.752,"tir_sqrt",2.88221e-06
"float32[1, 1500, 384], float32[1, 1500, 1], float32[1, 1500, 384]",1,"cpu0",14424.9,"divide2",0.000950253
"float32[1, 1500, 384], float32[384], float32[1, 1500, 384]",1,"cpu0",8838.13,"multiply4",0.000582221
"float32[1, 1500, 384], float32[384], float32[1, 1500, 384]",1,"cpu0",8879.71,"add6",0.00058496
"float32[1, 1500, 384], float32[384, 384], float32[1, 1500, 384]",1,"cpu0",9.44286e+06,"fused_relax_matmul_bananapi",0.622059
"float32[384], float32[1, 1500, 384], float32[1, 1500, 384]",1,"cpu0",9591.41,"add7",0.000631844
"float32[1, 1500, 384], float32[384, 384], float32[1, 1500, 384]",1,"cpu0",9.27894e+06,"fused_relax_matmul_bananapi",0.61126
"float32[1, 1500, 384]",1,"cpu0",33.46,"vm.builtin.reshape",2.20421e-06
"float32[1, 1500, 384], float32[384, 384], float32[1, 1500, 384]",1,"cpu0",9.41901e+06,"fused_relax_matmul_bananapi",0.620488
"float32[384], float32[1, 1500, 384], float32[1, 1500, 384]",1,"cpu0",9541.99,"add7",0.000628588
"float32[1, 1500, 384]",1,"cpu0",24.21,"vm.builtin.reshape",1.59486e-06
"float32[1, 1500, 384], float32[1, 1500, 384]",1,"cpu0",8040.67,"multiply5",0.000529688
"float32[1, 1500, 384]",1,"cpu0",27.001,"vm.builtin.reshape",1.77872e-06
"float32[1, 1500, 6, 64], float32[1, 6, 1500, 64]",1,"cpu0",2206.97,"transpose1",0.000145386
"float32[1, 1500, 6, 64], float32[1, 6, 1500, 64]",1,"cpu0",2762.66,"transpose1",0.000181993
"float32[1, 1500, 6, 64], float32[1, 6, 1500, 64]",1,"cpu0",1237.34,"transpose1",8.15113e-05
"float32[1, 6, 1500, 64]",1,"cpu0",26.501,"vm.builtin.reshape",1.74578e-06
"float32[1, 6, 1500, 64]",1,"cpu0",19.25,"vm.builtin.reshape",1.26811e-06
"float32[6, 1500, 64], float32[6, 64, 1500]",1,"cpu0",10450.4,"transpose2",0.000688434
"float32[6, 1500, 64], float32[6, 64, 1500], float32[6, 1500, 1500]",1,"cpu0",3.91008e+07,"fused_relax_matmul1_bananapi",2.57581
"float32[6, 1500, 1500], float32[6, 1500, 1500]",1,"cpu0",1.66543e+06,"softmax",0.109712
"float32[1, 6, 1500, 64]",1,"cpu0",30.668,"vm.builtin.reshape",2.02029e-06
"float32[6, 1500, 1500], float32[6, 1500, 64], float32[6, 1500, 64]",1,"cpu0",3.41441e+07,"fused_relax_matmul2_bananapi",2.24928
"float32[6, 1500, 64]",1,"cpu0",29.043,"vm.builtin.reshape",1.91324e-06
"float32[1, 6, 1500, 64], float32[1, 1500, 6, 64]",1,"cpu0",946.373,"transpose3",6.23433e-05
"float32[1, 1500, 6, 64]",1,"cpu0",33.96,"vm.builtin.reshape",2.23715e-06
"float32[1, 1500, 384], float32[384, 384], float32[1, 1500, 384]",1,"cpu0",9.46373e+06,"fused_relax_matmul_bananapi",0.623433
"float32[384], float32[1, 1500, 384], float32[1, 1500, 384]",1,"cpu0",9538.89,"add7",0.000628385
"float32[1, 1500, 384], float32[1, 1500, 384], float32[1, 1500, 384]",1,"cpu0",9224.63,"add8",0.000607682
"float32[1, 1500, 384], float32[1, 1500, 1]",1,"cpu0",11933.6,"mean",0.000786137
"float32[1, 1500, 384], float32[1, 1500, 1], float32[1, 1500, 384]",1,"cpu0",9171.21,"subtract",0.000604163
"float32[1, 1500, 384], float32[1, 1500, 384]",1,"cpu0",8648.1,"power",0.000569703
"float32[1, 1500, 384], float32[1, 1500, 1]",1,"cpu0",11936.4,"mean",0.000786326
"float32[1, 1500, 1], float32[1, 1500, 1]",1,"cpu0",40.544,"add5",2.67088e-06
"float32[1, 1500, 1], float32[1, 1500, 1]",1,"cpu0",43.418,"tir_sqrt",2.86021e-06
"float32[1, 1500, 384], float32[1, 1500, 1], float32[1, 1500, 384]",1,"cpu0",14414.9,"divide2",0.000949598
"float32[1, 1500, 384], float32[384], float32[1, 1500, 384]",1,"cpu0",8837.49,"multiply4",0.000582179
"float32[1, 1500, 384], float32[384], float32[1, 1500, 384]",1,"cpu0",8797.4,"add6",0.000579538
"float32[1, 1500, 384], float32[384, 1536], float32[1, 1500, 1536]",1,"cpu0",2.23222e+08,"fused_relax_matmul3_bananapi",14.705
"float32[1536], float32[1, 1500, 1536], float32[1, 1500, 1536]",1,"cpu0",38277.7,"add9",0.00252158
"float32[1, 1500, 1536], float32[1, 1500, 1536]",1,"cpu0",31859.3,"divide3",0.00209876
"float32[1, 1500, 1536], float32[1, 1500, 1536]",1,"cpu0",317231,"erf2",0.0208979
"float32[1, 1500, 1536], float32[1, 1500, 1536]",1,"cpu0",31792.6,"add10",0.00209437
"float32[1, 1500, 1536], float32[1, 1500, 1536], float32[1, 1500, 1536]",1,"cpu0",36923.2,"multiply6",0.00243235
"float32[1, 1500, 1536], float32[1, 1500, 1536]",1,"cpu0",31788.4,"multiply7",0.00209409
"float32[1, 1500, 1536], float32[1536, 384], float32[1, 1500, 384]",1,"cpu0",3.5649e+07,"fused_relax_matmul4_bananapi",2.34842
"float32[384], float32[1, 1500, 384], float32[1, 1500, 384]",1,"cpu0",9556.99,"add7",0.000629577
"float32[1, 1500, 384], float32[1, 1500, 384], float32[1, 1500, 384]",1,"cpu0",9241.81,"add8",0.000608814
"float32[1, 1500, 384], float32[1, 1500, 1]",1,"cpu0",12002.1,"mean",0.00079065
"float32[1, 1500, 384], float32[1, 1500, 1], float32[1, 1500, 384]",1,"cpu0",9146.56,"subtract",0.000602539
"float32[1, 1500, 384], float32[1, 1500, 384]",1,"cpu0",8620.96,"power",0.000567915
"float32[1, 1500, 384], float32[1, 1500, 1]",1,"cpu0",11966.1,"mean",0.000788281
"float32[1, 1500, 1], float32[1, 1500, 1]",1,"cpu0",36.126,"add5",2.37984e-06
"float32[1, 1500, 1], float32[1, 1500, 1]",1,"cpu0",51.169,"tir_sqrt",3.37081e-06
"float32[1, 1500, 384], float32[1, 1500, 1], float32[1, 1500, 384]",1,"cpu0",13647,"divide2",0.00089901
"float32[1, 1500, 384], float32[384], float32[1, 1500, 384]",1,"cpu0",8849.22,"multiply4",0.000582952
"float32[1, 1500, 384], float32[384], float32[1, 1500, 384]",1,"cpu0",8884.76,"add6",0.000585293
"float32[1, 1500, 384], float32[384, 384], float32[1, 1500, 384]",1,"cpu0",9.13221e+06,"fused_relax_matmul_bananapi",0.601594
"float32[384], float32[1, 1500, 384], float32[1, 1500, 384]",1,"cpu0",9488.36,"add7",0.000625056
"float32[1, 1500, 384], float32[384, 384], float32[1, 1500, 384]",1,"cpu0",9.11709e+06,"fused_relax_matmul_bananapi",0.600598
"float32[1, 1500, 384]",1,"cpu0",28.335,"vm.builtin.reshape",1.8666e-06
"float32[1, 1500, 384], float32[384, 384], float32[1, 1500, 384]",1,"cpu0",9.15502e+06,"fused_relax_matmul_bananapi",0.603097
"float32[384], float32[1, 1500, 384], float32[1, 1500, 384]",1,"cpu0",9783.29,"add7",0.000644485
"float32[1, 1500, 384]",1,"cpu0",27.793,"vm.builtin.reshape",1.83089e-06
"float32[1, 1500, 384], float32[1, 1500, 384]",1,"cpu0",8022.18,"multiply5",0.00052847
"float32[1, 1500, 384]",1,"cpu0",28.584,"vm.builtin.reshape",1.883e-06
"float32[1, 1500, 6, 64], float32[1, 6, 1500, 64]",1,"cpu0",2543.43,"transpose1",0.000167551
"float32[1, 1500, 6, 64], float32[1, 6, 1500, 64]",1,"cpu0",2597.77,"transpose1",0.000171131
"float32[1, 1500, 6, 64], float32[1, 6, 1500, 64]",1,"cpu0",2753.44,"transpose1",0.000181386
"float32[1, 6, 1500, 64]",1,"cpu0",30.668,"vm.builtin.reshape",2.02029e-06
"float32[1, 6, 1500, 64]",1,"cpu0",15.542,"vm.builtin.reshape",1.02385e-06
"float32[6, 1500, 64], float32[6, 64, 1500]",1,"cpu0",10245.4,"transpose2",0.000674923
"float32[6, 1500, 64], float32[6, 64, 1500], float32[6, 1500, 1500]",1,"cpu0",3.91419e+07,"fused_relax_matmul1_bananapi",2.57851
"float32[6, 1500, 1500], float32[6, 1500, 1500]",1,"cpu0",1.66765e+06,"softmax",0.109858
"float32[1, 6, 1500, 64]",1,"cpu0",27.585,"vm.builtin.reshape",1.81719e-06
"float32[6, 1500, 1500], float32[6, 1500, 64], float32[6, 1500, 64]",1,"cpu0",3.42446e+07,"fused_relax_matmul2_bananapi",2.2559
"float32[6, 1500, 64]",1,"cpu0",29.96,"vm.builtin.reshape",1.97365e-06
"float32[1, 6, 1500, 64], float32[1, 1500, 6, 64]",1,"cpu0",966.12,"transpose3",6.36442e-05
