Argument Shapes,Count,Device,Duration (us),Name,Percent
"int64[1, 1]",1,"cpu0",20.917,"vm.builtin.check_tensor_info",2.68484e-05
"float32[1, 1500, 384]",1,"cpu0",10.084,"vm.builtin.check_tensor_info",1.29435e-05
"int64[1, 1]",1,"cpu0",16.918,"vm.builtin.match_shape",2.17154e-05
"float32[1, 1500, 384]",1,"cpu0",7.834,"vm.builtin.match_shape",1.00555e-05
"int64[1, 1]",1,"cpu0",15.875,"vm.builtin.reshape",2.03766e-05
"float32[51865, 384], int64[1, 1], float32[1, 1, 384]",1,"cpu0",19.084,"take",2.44956e-05
"float32[1, 1, 384], float32[1, 384], float32[1, 1, 384]",1,"cpu0",19.834,"add",2.54583e-05
"float32[1, 1, 384], float32[1, 1, 1]",1,"cpu0",17.251,"mean",2.21428e-05
"float32[1, 1, 384], float32[1, 1, 1], float32[1, 1, 384]",1,"cpu0",16.459,"subtract",2.11262e-05
"float32[1, 1, 384], float32[1, 1, 384]",1,"cpu0",15.458,"power",1.98414e-05
"float32[1, 1, 384], float32[1, 1, 1]",1,"cpu0",13,"mean",1.66864e-05
"float32[1, 1, 1], float32[1, 1, 1]",1,"cpu0",7.292,"add1",9.35978e-06
"float32[1, 1, 1], float32[1, 1, 1]",1,"cpu0",7.625,"tir_sqrt",9.7872e-06
"float32[1, 1, 384], float32[1, 1, 1], float32[1, 1, 384]",1,"cpu0",17.667,"divide",2.26768e-05
"float32[1, 1, 384], float32[384], float32[1, 1, 384]",1,"cpu0",17.043,"multiply",2.18758e-05
"float32[1, 1, 384], float32[384], float32[1, 1, 384]",1,"cpu0",16.5,"add2",2.11789e-05
"float32[1, 1, 384], float32[384, 384], float32[1, 1, 384]",1,"cpu0",6168.97,"fused_relax_matmul_bananapi",0.00791829
"float32[384], float32[1, 1, 384], float32[1, 1, 384]",1,"cpu0",23.417,"add3",3.00573e-05
"float32[1, 1, 384], float32[384, 384], float32[1, 1, 384]",1,"cpu0",6207.6,"fused_relax_matmul_bananapi",0.00796787
