Argument Shapes,Count,Device,Duration (us),Name,Percent
"int64[1, 1]",1,"cpu0",16.584,"vm.builtin.check_tensor_info",0.000814155
"float32[1, 6, 25, 64]",1,"cpu0",7.917,"vm.builtin.check_tensor_info",0.000388668
"float32[1, 6, 25, 64]",1,"cpu0",6.458,"vm.builtin.check_tensor_info",0.000317041
"float32[1, 6, 1500, 64]",1,"cpu0",5.375,"vm.builtin.check_tensor_info",0.000263874
"float32[1, 6, 1500, 64]",1,"cpu0",8.5,"vm.builtin.check_tensor_info",0.000417289
"float32[1, 6, 25, 64]",1,"cpu0",6.626,"vm.builtin.check_tensor_info",0.000325289
"float32[1, 6, 25, 64]",1,"cpu0",5.75,"vm.builtin.check_tensor_info",0.000282283
"float32[1, 6, 1500, 64]",1,"cpu0",5.625,"vm.builtin.check_tensor_info",0.000276147
"float32[1, 6, 1500, 64]",1,"cpu0",6.751,"vm.builtin.check_tensor_info",0.000331425
"float32[1, 6, 25, 64]",1,"cpu0",6.417,"vm.builtin.check_tensor_info",0.000315028
"float32[1, 6, 25, 64]",1,"cpu0",5.917,"vm.builtin.check_tensor_info",0.000290482
"float32[1, 6, 1500, 64]",1,"cpu0",5.459,"vm.builtin.check_tensor_info",0.000267997
"float32[1, 6, 1500, 64]",1,"cpu0",5.751,"vm.builtin.check_tensor_info",0.000282333
"float32[1, 6, 25, 64]",1,"cpu0",5.542,"vm.builtin.check_tensor_info",0.000272072
"float32[1, 6, 25, 64]",1,"cpu0",6.25,"vm.builtin.check_tensor_info",0.00030683
"float32[1, 6, 1500, 64]",1,"cpu0",5.542,"vm.builtin.check_tensor_info",0.000272072
"float32[1, 6, 1500, 64]",1,"cpu0",5.75,"vm.builtin.check_tensor_info",0.000282283
"int64[1, 1], int64[5]",1,"cpu0",10.458,"vm.builtin.match_shape",0.000513412
"float32[1, 6, 25, 64], int64[5]",1,"cpu0",8.417,"vm.builtin.match_shape",0.000413214
"float32[1, 6, 25, 64], int64[5]",1,"cpu0",8.375,"vm.builtin.match_shape",0.000411152
"float32[1, 6, 1500, 64], int64[5]",1,"cpu0",6.25,"vm.builtin.match_shape",0.00030683
"float32[1, 6, 1500, 64], int64[5]",1,"cpu0",6.626,"vm.builtin.match_shape",0.000325289
"float32[1, 6, 25, 64], int64[5]",1,"cpu0",8.292,"vm.builtin.match_shape",0.000407077
"float32[1, 6, 25, 64], int64[5]",1,"cpu0",6.583,"vm.builtin.match_shape",0.000323178
"float32[1, 6, 1500, 64], int64[5]",1,"cpu0",6.5,"vm.builtin.match_shape",0.000319103
"float32[1, 6, 1500, 64], int64[5]",1,"cpu0",6.125,"vm.builtin.match_shape",0.000300693
"float32[1, 6, 25, 64], int64[5]",1,"cpu0",6.458,"vm.builtin.match_shape",0.000317041
"float32[1, 6, 25, 64], int64[5]",1,"cpu0",7.375,"vm.builtin.match_shape",0.000362059
"float32[1, 6, 1500, 64], int64[5]",1,"cpu0",7.209,"vm.builtin.match_shape",0.00035391
"float32[1, 6, 1500, 64], int64[5]",1,"cpu0",6.5,"vm.builtin.match_shape",0.000319103
"float32[1, 6, 25, 64], int64[5]",1,"cpu0",6.875,"vm.builtin.match_shape",0.000337513
"float32[1, 6, 25, 64], int64[5]",1,"cpu0",7.083,"vm.builtin.match_shape",0.000347724
"float32[1, 6, 1500, 64], int64[5]",1,"cpu0",7.833,"vm.builtin.match_shape",0.000384544
"float32[1, 6, 1500, 64], int64[5]",1,"cpu0",7.625,"vm.builtin.match_shape",0.000374332
"int64[5]",1,"cpu0",6.542,"shape_func",0.000321165
"int64[1, 1]",1,"cpu0",15.584,"vm.builtin.reshape",0.000765062
"float32[51865, 384], int64[1, 1], float32[1, 1, 384]",1,"cpu0",16.667,"take",0.000818229
"int64[5]",1,"cpu0",10.834,"vm.builtin.make_shape",0.000531871
"float32[448, 384], float32[1, 384]",1,"cpu0",18.417,"vm.builtin.call_tir_dyn",0.000904142
"float32[1, 1, 384], float32[1, 384], float32[1, 1, 384]",1,"cpu0",14.459,"add",0.000709833
"float32[1, 1, 384], float32[1, 1, 1]",1,"cpu0",16.417,"mean",0.000805956
"float32[1, 1, 384], float32[1, 1, 1], float32[1, 1, 384]",1,"cpu0",13.751,"subtract",0.000675075
"float32[1, 1, 384], float32[1, 1, 384]",1,"cpu0",12.917,"power",0.000634131
"float32[1, 1, 384], float32[1, 1, 1]",1,"cpu0",13.417,"mean",0.000658678
"float32[1, 1, 1], float32[1, 1, 1]",1,"cpu0",8.375,"add1",0.000411152
"float32[1, 1, 1], float32[1, 1, 1]",1,"cpu0",7.959,"tir_sqrt",0.000390729
"float32[1, 1, 384], float32[1, 1, 1], float32[1, 1, 384]",1,"cpu0",18.125,"divide",0.000889807
"float32[1, 1, 384], float32[384], float32[1, 1, 384]",1,"cpu0",15.125,"multiply",0.000742528
"float32[1, 1, 384], float32[384], float32[1, 1, 384]",1,"cpu0",17.917,"add2",0.000879595
"float32[1, 1, 384], float32[384, 384], float32[1, 1, 384]",1,"cpu0",4821.36,"matmul",0.236694
"float32[384], float32[1, 1, 384], float32[1, 1, 384]",1,"cpu0",25.293,"add3",0.0012417
"float32[1, 1, 384], float32[384, 384], float32[1, 1, 384]",1,"cpu0",5863.06,"matmul",0.287834
"float32[1, 1, 384]",1,"cpu0",45.251,"vm.builtin.reshape",0.0022215
"float32[1, 1, 384], float32[384, 384], float32[1, 1, 384]",1,"cpu0",6210.03,"matmul",0.304868
"float32[384], float32[1, 1, 384], float32[1, 1, 384]",1,"cpu0",21.584,"add3",0.00105962
"float32[1, 1, 384]",1,"cpu0",14.75,"vm.builtin.reshape",0.000724119
"float32[1, 1, 6, 64]",1,"cpu0",12.417,"vm.builtin.reshape",0.000609585
"float32[1, 1, 6, 64]",1,"cpu0",9.208,"vm.builtin.reshape",0.000452046
"float32[1, 1, 384], float32[1, 1, 384]",1,"cpu0",15.125,"multiply1",0.000742528
"float32[1, 1, 384]",1,"cpu0",9.042,"vm.builtin.reshape",0.000443897
"float32[1, 1, 6, 64]",1,"cpu0",10.25,"vm.builtin.reshape",0.000503201
"int64[5]",1,"cpu0",13.626,"vm.builtin.make_shape",0.000668938
"int64[5]",1,"cpu0",11,"vm.builtin.make_shape",0.000540021
"float32[1, 6, 25, 64], float32[1, 6, 1, 64], float32[1, 6, 26, 64]",1,"cpu0",39.251,"concatenate",0.00192694
"int64[5]",1,"cpu0",10.208,"vm.builtin.make_shape",0.000501139
"int64[5]",1,"cpu0",9.792,"vm.builtin.make_shape",0.000480717
"float32[1, 6, 25, 64], float32[1, 6, 1, 64], float32[1, 6, 26, 64]",1,"cpu0",31.251,"concatenate",0.0015342
"int64[5]",1,"cpu0",10.75,"vm.builtin.make_shape",0.000527747
"float32[1, 6, 26, 64]",1,"cpu0",10.625,"vm.builtin.reshape",0.000521611
"float32[1, 6, 1, 64]",1,"cpu0",8.25,"vm.builtin.reshape",0.000405015
"int64[5]",1,"cpu0",8.583,"vm.builtin.make_shape",0.000421363
"int64[5]",1,"cpu0",8.417,"vm.builtin.make_shape",0.000413214
"int64[5]",1,"cpu0",7.209,"vm.builtin.make_shape",0.00035391
"float32[6, 26, 64], float32[6, 64, 26]",1,"cpu0",252.883,"vm.builtin.call_tir_dyn",0.0124147
"int64[5]",1,"cpu0",9.334,"vm.builtin.make_shape",0.000458232
"int64[5]",1,"cpu0",10.792,"vm.builtin.make_shape",0.000529809
"int64[5]",1,"cpu0",8.334,"vm.builtin.make_shape",0.000409139
"float32[6, 1, 64], float32[6, 64, 26], float32[6, 1, 26]",1,"cpu0",275.134,"vm.builtin.call_tir_dyn",0.0135071
"int64[5]",1,"cpu0",8.209,"vm.builtin.make_shape",0.000403003
"int64[5]",1,"cpu0",9.25,"vm.builtin.make_shape",0.000454108
"int64[5]",1,"cpu0",8.167,"vm.builtin.make_shape",0.000400941
"float32[6, 1, 26], float32[6, 1, 26]",1,"cpu0",56.668,"vm.builtin.call_tir_dyn",0.00278199
"int64[5]",1,"cpu0",10.001,"vm.builtin.make_shape",0.000490977
"float32[1, 6, 26, 64]",1,"cpu0",11.375,"vm.builtin.reshape",0.00055843
"int64[5]",1,"cpu0",7.376,"vm.builtin.make_shape",0.000362108
"float32[6, 1, 26], float32[6, 26, 64], float32[6, 1, 64]",1,"cpu0",275.884,"vm.builtin.call_tir_dyn",0.0135439
"float32[6, 1, 64]",1,"cpu0",10.084,"vm.builtin.reshape",0.000495052
"float32[1, 6, 1, 64]",1,"cpu0",8.334,"vm.builtin.reshape",0.000409139
"float32[1, 1, 6, 64]",1,"cpu0",9,"vm.builtin.reshape",0.000441835
"float32[1, 1, 384], float32[384, 384], float32[1, 1, 384]",1,"cpu0",4892.66,"matmul",0.240194
"float32[384], float32[1, 1, 384], float32[1, 1, 384]",1,"cpu0",21.834,"add3",0.00107189
"float32[1, 1, 384], float32[1, 1, 384], float32[1, 1, 384]",1,"cpu0",16.084,"add4",0.000789608
"float32[1, 1, 384], float32[1, 1, 1]",1,"cpu0",20.001,"mean",0.000981905
"float32[1, 1, 384], float32[1, 1, 1], float32[1, 1, 384]",1,"cpu0",16.125,"subtract",0.000791621
"float32[1, 1, 384], float32[1, 1, 384]",1,"cpu0",14.708,"power",0.000722057
"float32[1, 1, 384], float32[1, 1, 1]",1,"cpu0",15.917,"mean",0.00078141
"float32[1, 1, 1], float32[1, 1, 1]",1,"cpu0",9.292,"add1",0.00045617
"float32[1, 1, 1], float32[1, 1, 1]",1,"cpu0",9.417,"tir_sqrt",0.000462307
"float32[1, 1, 384], float32[1, 1, 1], float32[1, 1, 384]",1,"cpu0",18.084,"divide",0.000887794
"float32[1, 1, 384], float32[384], float32[1, 1, 384]",1,"cpu0",16.709,"multiply",0.000820291
"float32[1, 1, 384], float32[384], float32[1, 1, 384]",1,"cpu0",16.168,"add2",0.000793732
"float32[1, 1, 384], float32[384, 384], float32[1, 1, 384]",1,"cpu0",4874.99,"matmul",0.239327
"float32[384], float32[1, 1, 384], float32[1, 1, 384]",1,"cpu0",22.709,"add3",0.00111485
"float32[1, 1, 384], float32[1, 1, 384]",1,"cpu0",17,"multiply1",0.000834577
"float32[1, 1, 384]",1,"cpu0",14.626,"vm.builtin.reshape",0.000718031
"float32[1, 1, 6, 64]",1,"cpu0",10.5,"vm.builtin.reshape",0.000515474
"float32[1, 6, 1500, 64]",1,"cpu0",10.042,"vm.builtin.reshape",0.00049299
"float32[1, 6, 1, 64]",1,"cpu0",8.292,"vm.builtin.reshape",0.000407077
"float32[6, 1500, 64], float32[6, 64, 1500]",1,"cpu0",9632.35,"transpose3",0.472879
"float32[6, 1, 64], float32[6, 64, 1500], float32[6, 1, 1500]",1,"cpu0",26901.3,"matmul3",1.32066
"float32[6, 1, 1500], float32[6, 1, 1500]",1,"cpu0",1130.24,"softmax1",0.0554869
"float32[1, 6, 1500, 64]",1,"cpu0",17.334,"vm.builtin.reshape",0.000850974
"float32[6, 1, 1500], float32[6, 1500, 64], float32[6, 1, 64]",1,"cpu0",15258.9,"matmul4",0.749102
"float32[6, 1, 64]",1,"cpu0",24.917,"vm.builtin.reshape",0.00122324
"float32[1, 6, 1, 64]",1,"cpu0",9.292,"vm.builtin.reshape",0.00045617
"float32[1, 1, 6, 64]",1,"cpu0",10.709,"vm.builtin.reshape",0.000525735
"float32[1, 1, 384], float32[384, 384], float32[1, 1, 384]",1,"cpu0",4872.57,"matmul",0.239208
"float32[384], float32[1, 1, 384], float32[1, 1, 384]",1,"cpu0",25.043,"add3",0.00122943
"float32[1, 1, 384], float32[1, 1, 384], float32[1, 1, 384]",1,"cpu0",17.333,"add4",0.000850925
"float32[1, 1, 384], float32[1, 1, 1]",1,"cpu0",18.792,"mean",0.000922552
"float32[1, 1, 384], float32[1, 1, 1], float32[1, 1, 384]",1,"cpu0",14.751,"subtract",0.000724168
"float32[1, 1, 384], float32[1, 1, 384]",1,"cpu0",15.209,"power",0.000746652
"float32[1, 1, 384], float32[1, 1, 1]",1,"cpu0",15.875,"mean",0.000779348
"float32[1, 1, 1], float32[1, 1, 1]",1,"cpu0",9.167,"add1",0.000450034
"float32[1, 1, 1], float32[1, 1, 1]",1,"cpu0",8.834,"tir_sqrt",0.000433686
"float32[1, 1, 384], float32[1, 1, 1], float32[1, 1, 384]",1,"cpu0",18.083,"divide",0.000887745
"float32[1, 1, 384], float32[384], float32[1, 1, 384]",1,"cpu0",16,"multiply",0.000785484
"float32[1, 1, 384], float32[384], float32[1, 1, 384]",1,"cpu0",18.834,"add2",0.000924613
"float32[1, 1, 384], float32[384, 1536], float32[1, 1, 1536]",1,"cpu0",149573,"matmul5",7.34295
"float32[1536], float32[1, 1, 1536], float32[1, 1, 1536]",1,"cpu0",35.626,"add5",0.00174898
"float32[1, 1, 1536], float32[1, 1, 1536]",1,"cpu0",28.917,"divide1",0.00141962
"float32[1, 1, 1536], float32[1, 1, 1536]",1,"cpu0",254.633,"erf",0.0125006
"float32[1, 1, 1536], float32[1, 1, 1536]",1,"cpu0",29.042,"add6",0.00142575
"float32[1, 1, 1536], float32[1, 1, 1536], float32[1, 1, 1536]",1,"cpu0",31.126,"multiply2",0.00152806
"float32[1, 1, 1536], float32[1, 1, 1536]",1,"cpu0",29.417,"multiply3",0.00144416
"float32[1, 1, 1536], float32[1536, 384], float32[1, 1, 384]",1,"cpu0",21754.4,"matmul6",1.06799
"float32[384], float32[1, 1, 384], float32[1, 1, 384]",1,"cpu0",21.709,"add3",0.00106576
"float32[1, 1, 384], float32[1, 1, 384], float32[1, 1, 384]",1,"cpu0",18.001,"add4",0.000883719
"float32[1, 1, 384], float32[1, 1, 1]",1,"cpu0",18.334,"mean",0.000900067
