Argument Shapes,Count,Device,Duration (us),Name,Percent
"int64[1, 1]",1,"cpu0",13.959,"vm.builtin.check_tensor_info",0.000688182
"float32[1, 6, 32, 64]",1,"cpu0",8.542,"vm.builtin.check_tensor_info",0.000421123
"float32[1, 6, 32, 64]",1,"cpu0",7.125,"vm.builtin.check_tensor_info",0.000351264
"float32[1, 6, 1500, 64]",1,"cpu0",5.916,"vm.builtin.check_tensor_info",0.00029166
"float32[1, 6, 1500, 64]",1,"cpu0",8.751,"vm.builtin.check_tensor_info",0.000431427
"float32[1, 6, 32, 64]",1,"cpu0",7.459,"vm.builtin.check_tensor_info",0.000367731
"float32[1, 6, 32, 64]",1,"cpu0",6.209,"vm.builtin.check_tensor_info",0.000306105
"float32[1, 6, 1500, 64]",1,"cpu0",6.25,"vm.builtin.check_tensor_info",0.000308127
"float32[1, 6, 1500, 64]",1,"cpu0",6.041,"vm.builtin.check_tensor_info",0.000297823
"float32[1, 6, 32, 64]",1,"cpu0",5.458,"vm.builtin.check_tensor_info",0.000269081
"float32[1, 6, 32, 64]",1,"cpu0",5.583,"vm.builtin.check_tensor_info",0.000275243
"float32[1, 6, 1500, 64]",1,"cpu0",5.708,"vm.builtin.check_tensor_info",0.000281406
"float32[1, 6, 1500, 64]",1,"cpu0",6.209,"vm.builtin.check_tensor_info",0.000306105
"float32[1, 6, 32, 64]",1,"cpu0",5.583,"vm.builtin.check_tensor_info",0.000275243
"float32[1, 6, 32, 64]",1,"cpu0",5.834,"vm.builtin.check_tensor_info",0.000287618
"float32[1, 6, 1500, 64]",1,"cpu0",5.75,"vm.builtin.check_tensor_info",0.000283477
"float32[1, 6, 1500, 64]",1,"cpu0",5.876,"vm.builtin.check_tensor_info",0.000289688
"int64[1, 1], int64[5]",1,"cpu0",9.958,"vm.builtin.match_shape",0.000490932
"float32[1, 6, 32, 64], int64[5]",1,"cpu0",8.209,"vm.builtin.match_shape",0.000404706
"float32[1, 6, 32, 64], int64[5]",1,"cpu0",7.167,"vm.builtin.match_shape",0.000353335
"float32[1, 6, 1500, 64], int64[5]",1,"cpu0",6.917,"vm.builtin.match_shape",0.00034101
"float32[1, 6, 1500, 64], int64[5]",1,"cpu0",6.876,"vm.builtin.match_shape",0.000338989
