Argument Shapes,Count,Device,Duration (us),Name,Percent
"int64[1, 1]",1,"cpu0",21.626,"vm.builtin.check_tensor_info",0.000643521
"float32[1, 1500, 384]",1,"cpu0",8.126,"vm.builtin.check_tensor_info",0.000241804
"int64[1, 1]",1,"cpu0",18.334,"vm.builtin.match_shape",0.000545561
"float32[1, 1500, 384]",1,"cpu0",8.042,"vm.builtin.match_shape",0.000239304
"int64[1, 1]",1,"cpu0",16.292,"vm.builtin.reshape",0.000484798
"float32[51865, 384], int64[1, 1], float32[1, 1, 384]",1,"cpu0",17.833,"take",0.000530653
"float32[1, 1, 384], float32[1, 384], float32[1, 1, 384]",1,"cpu0",18.209,"add",0.000541842
"float32[1, 1, 384], float32[1, 1, 1]",1,"cpu0",19.167,"mean",0.000570349
"float32[1, 1, 384], float32[1, 1, 1], float32[1, 1, 384]",1,"cpu0",16.751,"subtract",0.000498456
"float32[1, 1, 384], float32[1, 1, 384]",1,"cpu0",14.793,"power",0.000440193
"float32[1, 1, 384], float32[1, 1, 1]",1,"cpu0",12.584,"mean",0.00037446
"float32[1, 1, 1], float32[1, 1, 1]",1,"cpu0",8.542,"add1",0.000254183
"float32[1, 1, 1], float32[1, 1, 1]",1,"cpu0",9.584,"tir_sqrt",0.000285189
"float32[1, 1, 384], float32[1, 1, 1], float32[1, 1, 384]",1,"cpu0",17.584,"divide",0.000523244
"float32[1, 1, 384], float32[384], float32[1, 1, 384]",1,"cpu0",17.25,"multiply",0.000513305
"float32[1, 1, 384], float32[384], float32[1, 1, 384]",1,"cpu0",17.001,"add2",0.000505896
"float32[1, 1, 384], float32[384, 384], float32[1, 1, 384]",1,"cpu0",1030.49,"fused_relax_matmul_bananapi",0.0306642
"float32[384], float32[1, 1, 384], float32[1, 1, 384]",1,"cpu0",26.209,"add3",0.000779896
"float32[1, 1, 384], float32[384, 384], float32[1, 1, 384]",1,"cpu0",1054.79,"fused_relax_matmul_bananapi",0.0313871
"float32[1, 1, 384]",1,"cpu0",31.46,"vm.builtin.reshape",0.000936149
"float32[1, 1, 384], float32[384, 384], float32[1, 1, 384]",1,"cpu0",993.868,"fused_relax_matmul_bananapi",0.0295743
"float32[384], float32[1, 1, 384], float32[1, 1, 384]",1,"cpu0",28.293,"add3",0.00084191
"float32[1, 1, 384]",1,"cpu0",18.375,"vm.builtin.reshape",0.000546781
"float32[1, 1, 384], float32[1, 1, 384]",1,"cpu0",18.959,"multiply1",0.000564159
"float32[1, 1, 384]",1,"cpu0",10.917,"vm.builtin.reshape",0.000324855
"float32[1, 1, 6, 64]",1,"cpu0",11.084,"vm.builtin.reshape",0.000329825
"float32[1, 1, 6, 64]",1,"cpu0",8.292,"vm.builtin.reshape",0.000246744
"float32[1, 1, 6, 64]",1,"cpu0",9.292,"vm.builtin.reshape",0.0002765
"float32[1, 6, 1, 64]",1,"cpu0",10.5,"vm.builtin.reshape",0.000312447
"float32[1, 6, 1, 64]",1,"cpu0",8.417,"vm.builtin.reshape",0.000250463
"float32[6, 1, 64]",1,"cpu0",8.542,"vm.builtin.reshape",0.000254183
"float32[6, 1, 64], float32[6, 64, 1], float32[6, 1, 1]",1,"cpu0",38.168,"fused_relax_matmul1_bananapi",0.00113576
"float32[6, 1, 1]",1,"cpu0",10.375,"vm.builtin.reshape",0.000308727
"float32[1, 6, 1, 1], float32[1, 1, 1, 1], float32[1, 6, 1, 1]",1,"cpu0",11.459,"add4",0.000340983
"float32[1, 6, 1, 1]",1,"cpu0",7.167,"vm.builtin.reshape",0.000213267
"float32[6, 1, 1], float32[6, 1, 1]",1,"cpu0",13.334,"softmax",0.000396777
"float32[1, 6, 1, 64]",1,"cpu0",9.25,"vm.builtin.reshape",0.000275251
"float32[6, 1, 1], float32[6, 1, 64], float32[6, 1, 64]",1,"cpu0",21.751,"fused_relax_matmul2_bananapi",0.00064724
"float32[6, 1, 64]",1,"cpu0",10.75,"vm.builtin.reshape",0.000319886
"float32[1, 6, 1, 64]",1,"cpu0",6.584,"vm.builtin.reshape",0.000195919
"float32[1, 1, 6, 64]",1,"cpu0",7.334,"vm.builtin.reshape",0.000218236
"float32[1, 1, 384], float32[384, 384], float32[1, 1, 384]",1,"cpu0",980.035,"fused_relax_matmul_bananapi",0.0291627
"float32[384], float32[1, 1, 384], float32[1, 1, 384]",1,"cpu0",27.459,"add3",0.000817092
"float32[1, 1, 384], float32[1, 1, 384], float32[1, 1, 384]",1,"cpu0",25.876,"add5",0.000769987
"float32[1, 1, 384], float32[1, 1, 1]",1,"cpu0",28.46,"mean",0.000846879
"float32[1, 1, 384], float32[1, 1, 1], float32[1, 1, 384]",1,"cpu0",17.625,"subtract",0.000524464
"float32[1, 1, 384], float32[1, 1, 384]",1,"cpu0",15.084,"power",0.000448852
"float32[1, 1, 384], float32[1, 1, 1]",1,"cpu0",15.251,"mean",0.000453821
"float32[1, 1, 1], float32[1, 1, 1]",1,"cpu0",7.667,"add1",0.000228145
"float32[1, 1, 1], float32[1, 1, 1]",1,"cpu0",8.542,"tir_sqrt",0.000254183
"float32[1, 1, 384], float32[1, 1, 1], float32[1, 1, 384]",1,"cpu0",23.001,"divide",0.000684436
"float32[1, 1, 384], float32[384], float32[1, 1, 384]",1,"cpu0",16.792,"multiply",0.000499676
"float32[1, 1, 384], float32[384], float32[1, 1, 384]",1,"cpu0",15.709,"add2",0.00046745
"float32[1, 1, 384], float32[384, 384], float32[1, 1, 384]",1,"cpu0",1004.83,"fused_relax_matmul_bananapi",0.0299005
"float32[384], float32[1, 1, 384], float32[1, 1, 384]",1,"cpu0",26.25,"add3",0.000781116
"float32[1, 1500, 384], float32[384, 384], float32[1, 1500, 384]",1,"cpu0",367128,"fused_relax_matmul3_bananapi",10.9246
"float32[1, 1500, 384]",1,"cpu0",26.71,"vm.builtin.reshape",0.000794805
"float32[1, 1500, 384], float32[384, 384], float32[1, 1500, 384]",1,"cpu0",360870,"fused_relax_matmul3_bananapi",10.7384
"float32[384], float32[1, 1500, 384], float32[1, 1500, 384]",1,"cpu0",13193.6,"add6",0.392599
"float32[1, 1500, 384]",1,"cpu0",31.251,"vm.builtin.reshape",0.00092993
"float32[1, 1, 384], float32[1, 1, 384]",1,"cpu0",20.043,"multiply1",0.000596416
