Argument Shapes,Count,Device,Duration (us),Name,Percent
"float32[1, 80, 3000]",1,"cpu0",27.084,"vm.builtin.check_tensor_info",4.72654e-05
"float32[1, 80, 3000]",1,"cpu0",18.459,"vm.builtin.match_shape",3.22136e-05
"float32[1, 80, 3000], float32[384, 80, 3], float32[1, 384, 3000]",1,"cpu0",5.06479e+06,"conv1d",8.83877
"float32[1, 384, 3000], float32[1, 384, 1], float32[1, 384, 3000]",1,"cpu0",16183.4,"add",0.0282423
"float32[1, 384, 3000], float32[1, 384, 3000]",1,"cpu0",16055.8,"divide",0.0280197
"float32[1, 384, 3000], float32[1, 384, 3000]",1,"cpu0",83755.5,"erf",0.146165
"float32[1, 384, 3000], float32[1, 384, 3000]",1,"cpu0",15977.4,"add1",0.0278828
"float32[1, 384, 3000], float32[1, 384, 3000], float32[1, 384, 3000]",1,"cpu0",18523.8,"multiply",0.0323267
"float32[1, 384, 3000], float32[1, 384, 3000]",1,"cpu0",15910,"multiply1",0.0277652
"float32[1, 384, 3000], float32[384, 384, 3], float32[1, 384, 1500]",1,"cpu0",1.63643e+07,"conv1d1",28.5581
"float32[1, 384, 1500], float32[1, 384, 1], float32[1, 384, 1500]",1,"cpu0",8155.75,"add2",0.0142329
"float32[1, 384, 1500], float32[1, 384, 1500]",1,"cpu0",8003.12,"divide1",0.0139666
"float32[1, 384, 1500], float32[1, 384, 1500]",1,"cpu0",53104.9,"erf1",0.0926756
"float32[1, 384, 1500], float32[1, 384, 1500]",1,"cpu0",8035.66,"add3",0.0140234
"float32[1, 384, 1500], float32[1, 384, 1500], float32[1, 384, 1500]",1,"cpu0",9241.37,"multiply2",0.0161275
"float32[1, 384, 1500], float32[1, 384, 1500]",1,"cpu0",8021.83,"multiply3",0.0139992
"float32[1, 384, 1500], float32[1, 1500, 384]",1,"cpu0",23449.5,"transpose",0.0409228
"float32[1, 1500, 384], float32[1500, 384], float32[1, 1500, 384]",1,"cpu0",9285.58,"add4",0.0162047
"float32[1, 1500, 384], float32[1, 1500, 1]",1,"cpu0",11974,"mean",0.0208964
"float32[1, 1500, 384], float32[1, 1500, 1], float32[1, 1500, 384]",1,"cpu0",9181.78,"subtract",0.0160235
"float32[1, 1500, 384], float32[1, 1500, 384]",1,"cpu0",8599.76,"power",0.0150078
"float32[1, 1500, 384], float32[1, 1500, 1]",1,"cpu0",11980.8,"mean",0.0209083
"float32[1, 1500, 1], float32[1, 1500, 1]",1,"cpu0",44.126,"add5",7.70061e-05
"float32[1, 1500, 1], float32[1, 1500, 1]",1,"cpu0",43.71,"tir_sqrt",7.62801e-05
